entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP
LK-3242315	232	4	236	491	88	135	8
LK-3242320	513	8	522	1087	196	299	19
LK-3242325	453	7	461	960	173	264	16
LK-3242330	298	5	303	631	114	174	11
LK-3245	4532	49	4581	29296	2380	2064	88
LK-3245005	133	1	135	862	70	61	3
LK-3245010	76	1	77	489	40	34	1
LK-3245015	95	1	96	611	50	43	2
LK-3245020	65	1	66	419	34	30	1
LK-3245025	122	1	124	791	64	56	2
LK-3245030	156	2	158	1010	82	71	3
LK-3245035	88	1	89	568	46	40	2
LK-3245040	66	1	66	425	35	30	1
LK-3245045	84	1	85	545	44	38	2
LK-3245050	40	0	40	256	21	18	1
LK-3245055	45	0	46	292	24	21	1
LK-3245060	98	1	99	633	51	45	2
LK-3245065	73	1	74	475	39	33	1
LK-3245070	114	1	116	739	60	52	2
LK-3245075	82	1	83	531	43	37	2
LK-3245080	134	1	135	865	70	61	3
LK-3245085	67	1	68	434	35	31	1
LK-3245090	77	1	77	495	40	35	1
LK-3245095	132	1	133	852	69	60	3
LK-3245100	88	1	89	571	46	40	2
LK-3245105	166	2	168	1074	87	76	3
LK-3245110	87	1	88	562	46	40	2
LK-3245115	104	1	105	671	54	47	2
LK-3245120	117	1	118	757	61	53	2
LK-3245125	376	4	380	2431	197	171	7
LK-3245130	131	1	133	848	69	60	3
LK-3245135	127	1	129	823	67	58	2
LK-3245140	97	1	98	629	51	44	2
LK-3245145	107	1	108	690	56	49	2
LK-3245150	204	2	206	1317	107	93	4
LK-3245155	243	3	246	1572	128	111	5
LK-3245160	96	1	97	622	51	44	2
LK-3245165	141	2	142	909	74	64	3
LK-3245170	54	1	54	348	28	25	1
LK-3245175	96	1	97	622	51	44	2
LK-3245180	127	1	128	818	66	58	2
LK-3245185	114	1	115	736	60	52	2
LK-3245190	45	0	45	290	24	20	1
LK-3245195	82	1	83	532	43	38	2
LK-3245200	88	1	89	568	46	40	2
LK-3245205	95	1	96	611	50	43	2
LK-3248	5135	55	5190	33194	2696	2339	100
LK-3248005	45	0	46	292	24	21	1
LK-3248010	72	1	73	467	38	33	1
LK-3248015	78	1	79	502	41	35	2
LK-3248020	75	1	76	487	40	34	1
LK-3248025	60	1	61	390	32	28	1
LK-3248030	100	1	101	644	52	45	2
LK-3248035	76	1	77	492	40	35	1
LK-3248040	73	1	73	469	38	33	1
LK-3248045	76	1	76	489	40	34	1
LK-3248050	99	1	100	638	52	45	2
LK-3248055	66	1	66	424	34	30	1
LK-3248060	74	1	74	476	39	34	1
LK-3248065	144	2	146	931	76	66	3
LK-3248070	61	1	62	395	32	28	1
LK-3248075	89	1	90	574	47	40	2
LK-3248080	149	2	150	961	78	68	3
LK-3248085	52	1	53	338	27	24	1
LK-3248090	107	1	108	689	56	49	2
LK-3248095	114	1	115	736	60	52	2
LK-3248100	78	1	79	504	41	36	2
LK-3248105	159	2	160	1026	83	72	3
LK-3248110	108	1	109	696	57	49	2
LK-3248115	179	2	181	1158	94	82	3
LK-3248120	127	1	129	823	67	58	2
LK-3248125	209	2	211	1350	110	95	4
LK-3248130	125	1	127	810	66	57	2
LK-3248135	135	1	136	872	71	61	3
LK-3248140	187	2	189	1209	98	85	4
LK-3248145	118	1	120	765	62	54	2
LK-3248150	119	1	120	766	62	54	2
LK-3248155	127	1	128	820	67	58	2
LK-3248160	66	1	67	426	35	30	1
LK-3248165	109	1	110	704	57	50	2
LK-3248170	179	2	181	1156	94	81	3
LK-3248175	108	1	109	698	57	49	2
LK-3248180	184	2	186	1192	97	84	4
LK-3248185	97	1	98	626	51	44	2
LK-3248190	84	1	85	542	44	38	2
LK-3248195	139	1	140	897	73	63	3
LK-3248200	96	1	97	619	50	44	2
LK-3248205	89	1	90	578	47	41	2
LK-3248210	101	1	102	651	53	46	2
LK-3248215	181	2	183	1171	95	82	4
LK-3248220	121	1	122	783	64	55	2
LK-3248225	85	1	86	549	45	39	2
LK-3248230	56	1	56	361	29	25	1
LK-3248235	43	0	43	277	22	20	1
LK-3248240	119	1	120	770	63	54	2
LK-33	82690	3828	86518	295180	41057	39164	2469
LK-3303	8058	329	8387	18775	3946	3877	235
LK-3303005	109	4	113	253	53	52	3
LK-3303010	229	9	239	534	112	110	7
LK-3303015	240	10	250	560	118	116	7
LK-3303020	206	8	215	481	101	99	6
LK-3303025	222	9	231	517	109	107	6
LK-3303030	482	20	501	1122	236	232	14
LK-3303035	500	20	520	1165	245	240	15
LK-3303040	377	15	393	879	185	181	11
LK-3303045	491	20	511	1143	240	236	14
LK-3303050	408	17	424	950	200	196	12
LK-3303055	405	17	422	944	199	195	12
LK-3303060	771	31	802	1796	378	371	22
LK-3303065	581	24	605	1354	285	280	17
LK-3303070	413	17	430	962	202	199	12
LK-3303075	397	16	413	924	194	191	12
LK-3303080	522	21	543	1217	256	251	15
LK-3303085	325	13	339	758	159	156	9
LK-3303090	302	12	314	704	148	145	9
LK-3303095	333	14	347	776	163	160	10
LK-3303100	202	8	210	470	99	97	6
LK-3303105	543	22	565	1265	266	261	16
LK-3306	5900	241	6141	13747	2890	2838	172
LK-3306005	157	6	163	365	77	75	5
LK-3306010	52	2	54	120	25	25	2
LK-3306015	61	2	64	142	30	29	2
LK-3306020	269	11	280	627	132	130	8
LK-3306025	214	9	223	500	105	103	6
LK-3306030	131	5	137	306	64	63	4
LK-3306035	295	12	307	688	145	142	9
LK-3306040	172	7	179	400	84	83	5
LK-3306045	418	17	435	974	205	201	12
LK-3306050	211	9	220	493	104	102	6
LK-3306055	350	14	364	816	171	168	10
LK-3306060	202	8	210	471	99	97	6
LK-3306065	115	5	119	267	56	55	3
LK-3306070	57	2	59	132	28	27	2
LK-3306075	139	6	145	324	68	67	4
LK-3306080	144	6	150	335	70	69	4
LK-3306085	159	6	166	371	78	77	5
LK-3306090	191	8	199	445	93	92	6
LK-3306095	117	5	121	272	57	56	3
LK-3306100	133	5	139	311	65	64	4
LK-3306105	127	5	132	296	62	61	4
LK-3306110	216	9	225	504	106	104	6
LK-3306115	175	7	182	407	86	84	5
LK-3306120	267	11	277	621	131	128	8
LK-3306125	77	3	81	180	38	37	2
LK-3306130	86	4	90	201	42	42	3
LK-3306135	195	8	203	454	95	94	6
LK-3306140	201	8	209	467	98	97	6
LK-3306145	54	2	56	125	26	26	2
LK-3306150	148	6	154	345	73	71	4
LK-3306155	173	7	180	404	85	83	5
LK-3306160	177	7	184	412	87	85	5
LK-3306165	84	3	87	195	41	40	2
LK-3306170	164	7	171	382	80	79	5
LK-3306175	47	2	49	110	23	23	1
LK-3306180	122	5	126	283	60	58	4
LK-3309	12826	523	13349	29885	6282	6170	374
LK-3309005	406	17	423	947	199	195	12
LK-3309010	676	28	703	1574	331	325	20
LK-3309015	366	15	381	853	179	176	11
LK-3309020	494	20	514	1151	242	238	14
LK-3309025	477	19	496	1111	233	229	14
LK-3309030	346	14	361	807	170	167	10
LK-3309035	362	15	377	844	177	174	11
LK-3309040	201	8	209	469	99	97	6
LK-3309045	329	13	343	767	161	158	10
LK-3309050	199	8	207	464	98	96	6
LK-3309055	291	12	303	678	142	140	8
LK-3309060	243	10	253	565	119	117	7
LK-3309065	249	10	260	581	122	120	7
LK-3309070	220	9	229	513	108	106	6
LK-3309075	252	10	262	587	123	121	7
LK-3309080	172	7	179	400	84	83	5
LK-3309085	327	13	340	761	160	157	10
LK-3309090	441	18	459	1028	216	212	13
LK-3309095	158	6	164	368	77	76	5
LK-3309100	281	11	293	655	138	135	8
LK-3309105	202	8	210	471	99	97	6
LK-3309110	320	13	334	747	157	154	9
LK-3309115	366	15	381	852	179	176	11
LK-3309120	187	8	194	435	91	90	5
LK-3309125	195	8	203	455	96	94	6
LK-3309130	220	9	229	512	108	106	6
LK-3309135	475	19	495	1108	233	229	14
LK-3309140	236	10	246	550	116	114	7
LK-3309145	266	11	277	619	130	128	8
LK-3309150	261	11	272	609	128	126	8
LK-3309155	375	15	391	874	184	181	11
LK-3309160	191	8	199	445	93	92	6
LK-3309165	406	17	422	946	199	195	12
LK-3309170	304	12	316	707	149	146	9
LK-3309175	213	9	221	495	104	102	6
LK-3309180	122	5	127	285	60	59	4
LK-3309185	261	11	271	607	128	125	8
LK-3309190	192	8	200	448	94	92	6
LK-3309195	187	8	195	436	92	90	5
LK-3309200	226	9	235	527	111	109	7
LK-3309205	256	10	266	596	125	123	7
LK-3309210	255	10	265	594	125	123	7
LK-3309215	192	8	200	447	94	92	6
LK-3309220	427	17	444	995	209	205	12
LK-3312	10706	437	11142	24944	5243	5150	312
LK-3312005	249	10	259	581	122	120	7
LK-3312010	130	5	136	304	64	63	4
LK-3312015	323	13	337	754	158	156	9
LK-3312020	226	9	235	527	111	109	7
LK-3312025	176	7	183	410	86	85	5
LK-3312030	207	8	216	483	102	100	6
LK-3312035	193	8	201	450	95	93	6
LK-3312040	349	14	363	813	171	168	10
LK-3312045	223	9	232	519	109	107	6
LK-3312050	192	8	200	448	94	93	6
LK-3312055	435	18	453	1014	213	209	13
LK-3312060	273	11	284	637	134	131	8
LK-3312065	211	9	220	492	103	102	6
LK-3312070	308	13	320	717	151	148	9
LK-3312075	293	12	305	682	143	141	9
LK-3312080	271	11	282	631	133	130	8
LK-3312085	236	10	245	549	115	113	7
LK-3312090	313	13	325	728	153	150	9
LK-3312095	378	15	394	882	185	182	11
LK-3312100	636	26	662	1481	311	306	19
LK-3312105	436	18	454	1016	214	210	13
LK-3312110	329	13	342	766	161	158	10
LK-3312115	375	15	391	874	184	181	11
LK-3312120	1365	56	1421	3181	669	657	40
LK-3312125	183	7	191	427	90	88	5
LK-3312130	1216	50	1266	2834	596	585	35
LK-3312135	526	21	548	1227	258	253	15
LK-3312140	308	13	321	718	151	148	9
LK-3312145	104	4	108	242	51	50	3
LK-3312150	238	10	248	555	117	115	7
LK-3315	9307	491	9798	32579	4566	4443	298
LK-3315005	91	5	96	379	45	43	3
LK-3315010	220	13	233	919	108	105	7
LK-3315015	184	11	195	766	90	87	6
LK-3315020	315	13	327	733	154	151	9
LK-3315025	160	10	170	668	79	76	5
LK-3315030	171	10	181	712	84	81	6
LK-3315035	123	7	130	512	60	58	4
LK-3315040	145	9	154	605	71	69	5
LK-3315045	212	13	225	884	104	101	7
LK-3315050	155	9	164	647	76	74	5
LK-3315055	368	15	383	857	180	177	11
LK-3315060	202	8	211	472	99	97	6
LK-3315065	149	6	155	348	73	72	4
LK-3315070	206	8	215	480	101	99	6
LK-3315075	292	12	304	680	143	140	9
LK-3315080	192	8	200	447	94	92	6
LK-3315085	252	10	263	588	124	121	7
LK-3315090	137	8	145	571	67	65	5
LK-3315095	190	11	201	791	93	90	6
LK-3315100	103	6	109	430	51	49	3
LK-3315105	162	10	172	677	80	77	5
LK-3315110	154	9	163	643	76	73	5
LK-3315115	160	10	170	668	79	76	5
LK-3315120	186	11	197	774	91	88	6
LK-3315125	83	5	88	347	41	40	3
LK-3315130	59	3	62	244	29	28	2
LK-3315135	106	6	112	440	52	50	4
LK-3315140	99	6	105	412	49	47	3
LK-3315145	96	6	102	401	47	46	3
LK-3315150	118	7	125	491	58	56	4
LK-3315155	324	13	337	755	159	156	9
LK-3315160	196	8	204	457	96	94	6
LK-3315165	121	7	128	504	59	57	4
LK-3315170	144	9	152	599	71	68	5
LK-3315175	321	19	340	1338	158	153	11
LK-3315180	103	6	109	431	51	49	3
LK-3315185	97	6	103	403	48	46	3
LK-3315190	121	7	129	506	60	58	4
LK-3315195	216	13	229	901	106	103	7
LK-3315200	146	9	154	607	71	69	5
LK-3315205	200	12	212	833	98	95	7
LK-3315210	78	5	82	323	38	37	3
LK-3315215	89	5	94	370	44	42	3
LK-3315220	72	4	76	300	35	34	2
LK-3315225	128	8	136	534	63	61	4
LK-3315230	154	9	163	640	75	73	5
LK-3315235	145	9	154	607	71	69	5
LK-3315240	177	11	188	739	87	84	6
LK-3315245	73	4	77	304	36	35	2
LK-3315250	118	7	125	492	58	56	4
LK-3315255	143	9	151	595	70	68	5
LK-3315260	302	12	315	705	148	146	9
LK-3315265	243	10	253	565	119	117	7
LK-3315270	346	14	360	805	169	166	10
LK-3315275	163	10	172	678	80	77	5
LK-3318	5215	311	5526	21750	2561	2479	176
LK-3318005	61	4	64	254	30	29	2
LK-3318010	79	5	84	331	39	38	3
LK-3318015	79	5	84	330	39	38	3
LK-3318020	64	4	68	266	31	30	2
LK-3318025	142	8	150	591	70	67	5
LK-3318030	63	4	67	264	31	30	2
LK-3318035	91	5	96	379	45	43	3
LK-3318040	118	7	125	491	58	56	4
LK-3318045	114	7	121	477	56	54	4
LK-3318050	87	5	92	363	43	41	3
LK-3318055	75	4	79	312	37	36	3
LK-3318060	69	4	73	286	34	33	2
LK-3318065	128	8	136	534	63	61	4
LK-3318070	68	4	72	282	33	32	2
LK-3318075	170	10	180	708	83	81	6
LK-3318080	77	5	82	322	38	37	3
LK-3318085	122	7	130	510	60	58	4
LK-3318090	46	3	49	194	23	22	2
LK-3318095	63	4	67	264	31	30	2
LK-3318100	60	4	64	252	30	29	2
LK-3318105	167	10	177	696	82	79	6
LK-3318110	91	5	96	380	45	43	3
LK-3318115	88	5	93	367	43	42	3
LK-3318120	147	9	156	615	72	70	5
LK-3318125	55	3	58	230	27	26	2
LK-3318130	100	6	106	418	49	48	3
LK-3318135	77	5	82	322	38	37	3
LK-3318140	72	4	77	302	36	34	2
LK-3318145	83	5	88	348	41	40	3
LK-3318150	88	5	93	365	43	42	3
LK-3318155	103	6	109	430	51	49	3
LK-3318160	142	8	150	592	70	67	5
LK-3318165	46	3	49	194	23	22	2
LK-3318170	147	9	155	611	72	70	5
LK-3318175	64	4	68	266	31	30	2
LK-3318180	86	5	92	361	42	41	3
LK-3318185	88	5	93	366	43	42	3
LK-3318190	114	7	121	477	56	54	4
LK-3318195	252	15	267	1051	124	120	8
LK-3318200	166	10	176	693	82	79	6
LK-3318205	114	7	121	475	56	54	4
LK-3318210	76	5	81	318	37	36	3
LK-3318215	137	8	146	573	67	65	5
LK-3318220	139	8	147	580	68	66	5
LK-3318225	271	16	287	1129	133	129	9
LK-3318230	95	6	100	395	46	45	3
LK-3318235	42	3	45	175	21	20	1
LK-3318240	75	4	79	311	37	35	3
LK-3318245	70	4	74	291	34	33	2
LK-3318250	129	8	137	537	63	61	4
LK-3318255	113	7	119	470	55	54	4
LK-3321	4086	216	4302	22274	2031	1928	126
LK-3321005	80	4	85	443	40	38	3
LK-3321010	30	2	32	166	15	14	1
LK-3321015	63	3	66	346	31	30	2
LK-3321020	58	3	61	320	29	27	2
LK-3321025	58	3	61	321	29	28	2
LK-3321030	50	3	53	276	25	24	2
LK-3321035	58	3	61	318	28	27	2
LK-3321040	71	4	75	391	35	34	2
LK-3321045	70	4	74	389	35	33	2
LK-3321050	53	3	56	292	26	25	2
LK-3321055	52	3	55	290	26	25	2
LK-3321060	74	4	78	406	36	35	2
LK-3321065	72	4	76	397	35	34	2
LK-3321070	98	5	104	543	48	47	3
LK-3321075	44	2	47	245	22	21	1
LK-3321080	47	3	49	259	23	22	1
LK-3321085	38	2	40	210	19	18	1
LK-3321090	107	6	112	589	53	51	3
LK-3321095	52	3	54	285	25	25	2
LK-3321100	31	2	32	169	15	15	1
LK-3321105	62	3	65	341	30	29	2
LK-3321110	40	2	42	221	20	19	1
LK-3321115	62	3	66	345	31	30	2
LK-3321120	59	3	63	328	29	28	2
LK-3321125	74	4	79	412	37	35	2
LK-3321130	49	3	52	271	24	23	2
LK-3321135	33	2	35	183	16	16	1
LK-3321140	84	5	89	466	42	40	3
LK-3321145	34	2	35	186	17	16	1
LK-3321150	81	4	85	447	40	38	3
LK-3321155	93	5	98	515	46	44	3
LK-3321160	52	3	55	287	26	25	2
LK-3321165	58	3	61	321	29	28	2
LK-3321170	135	7	143	748	67	64	4
LK-3321175	106	6	112	588	52	51	3
LK-3321180	82	5	86	453	40	39	3
LK-3321185	83	5	88	461	41	40	3
LK-3321190	72	4	76	398	36	34	2
LK-3321195	53	3	56	294	26	25	2
LK-3321200	47	3	49	258	23	22	1
LK-3321205	46	3	48	253	23	22	1
LK-3321210	50	3	52	274	24	24	2
LK-3321215	41	2	43	224	20	19	1
LK-3321220	54	3	57	300	27	26	2
LK-3321225	80	4	84	440	39	38	3
LK-3321230	114	6	120	629	56	54	4
LK-3321235	100	5	105	553	49	48	3
LK-3321240	74	4	78	409	36	35	2
LK-3321245	84	5	88	463	41	40	3
LK-3321250	106	6	112	586	52	50	3
LK-3321255	90	5	95	495	44	43	3
LK-3321260	40	2	42	220	20	19	1
LK-3321265	76	4	80	421	38	36	2
LK-3321270	87	5	92	483	43	42	3
LK-3321275	54	2	57	266	29	24	1
LK-3321280	86	3	89	419	45	38	2
LK-3321285	74	3	76	359	39	33	2
LK-3321290	124	5	129	608	66	56	3
LK-3321295	74	3	77	364	39	33	2
LK-3321300	68	3	71	332	36	30	2
LK-3324	4448	244	4693	24589	2193	2115	141
LK-3324005	67	4	70	369	33	32	2
LK-3324010	146	8	154	809	72	70	5
LK-3324015	87	5	92	482	43	41	3
LK-3324020	70	4	74	385	34	33	2
LK-3324025	31	2	33	174	16	15	1
LK-3324030	66	4	70	364	32	31	2
LK-3324035	29	2	31	161	14	14	1
LK-3324040	89	5	94	492	44	42	3
LK-3324045	52	3	55	287	26	25	2
LK-3324050	90	5	95	498	44	43	3
LK-3324055	74	4	78	410	37	35	2
LK-3324060	107	6	113	592	53	51	3
LK-3324065	173	9	183	956	85	82	5
LK-3324070	59	3	63	328	29	28	2
LK-3324075	48	3	51	267	24	23	2
LK-3324080	77	4	81	423	38	36	2
LK-3324085	106	6	112	587	52	51	3
LK-3324090	92	5	97	506	45	44	3
LK-3324095	130	7	137	720	64	62	4
LK-3324100	41	2	43	228	20	20	1
LK-3324105	58	3	62	322	29	28	2
LK-3324110	70	4	74	390	35	34	2
LK-3324115	102	6	107	562	50	48	3
LK-3324120	120	7	127	663	59	57	4
LK-3324125	133	7	141	738	66	63	4
LK-3324130	91	5	97	506	45	43	3
LK-3324135	47	3	49	259	23	22	1
LK-3324140	47	3	50	261	23	22	1
LK-3324145	41	2	43	226	20	19	1
LK-3324150	115	6	122	638	57	55	4
LK-3324155	61	3	65	339	30	29	2
LK-3324160	72	4	76	400	36	34	2
LK-3324165	70	4	74	388	35	33	2
LK-3324170	62	3	65	342	30	29	2
LK-3324175	143	8	151	791	71	68	5
LK-3324180	80	4	84	441	39	38	3
LK-3324185	60	3	63	330	29	28	2
LK-3324190	37	2	39	203	18	17	1
LK-3324195	70	4	74	385	34	33	2
LK-3324200	52	3	54	285	25	25	2
LK-3324205	55	3	58	304	27	26	2
LK-3324210	58	3	61	319	28	27	2
LK-3324215	74	4	78	408	36	35	2
LK-3324220	59	3	62	326	29	28	2
LK-3324225	99	5	105	548	49	47	3
LK-3324230	71	4	75	395	35	34	2
LK-3324235	75	4	79	415	37	36	2
LK-3324240	91	5	97	506	45	43	3
LK-3324245	77	4	81	425	38	37	2
LK-3324250	75	4	79	416	37	36	2
LK-3324255	99	5	104	547	49	47	3
LK-3324260	109	6	115	605	54	52	3
LK-3324265	79	4	83	434	39	37	2
LK-3324270	82	4	86	451	40	39	3
LK-3324275	61	3	64	336	30	29	2
LK-3324280	117	6	123	645	58	55	4
LK-3325	4021	221	4241	22224	1982	1911	127
LK-3325005	72	4	76	401	36	34	2
LK-3325010	64	3	67	352	31	30	2
LK-3325015	74	4	79	412	37	35	2
LK-3325020	63	3	67	349	31	30	2
LK-3325025	74	4	78	408	36	35	2
LK-3325030	86	5	90	474	42	41	3
LK-3325035	84	5	89	466	42	40	3
LK-3325040	89	5	94	494	44	43	3
LK-3325045	71	4	74	390	35	34	2
LK-3325050	99	5	105	550	49	47	3
LK-3325055	62	3	66	345	31	30	2
LK-3325060	74	4	78	407	36	35	2
LK-3325065	88	5	93	488	44	42	3
LK-3325070	73	4	77	404	36	35	2
LK-3325075	78	4	82	428	38	37	2
LK-3325080	69	4	73	382	34	33	2
LK-3325085	71	4	75	394	35	34	2
LK-3325090	68	4	72	377	34	32	2
LK-3325095	88	5	93	488	44	42	3
LK-3325100	76	4	80	421	38	36	2
LK-3325105	99	5	104	546	49	47	3
LK-3325110	68	4	72	376	34	32	2
LK-3325115	76	4	80	419	37	36	2
LK-3325120	79	4	83	434	39	37	2
LK-3325125	50	3	52	275	25	24	2
LK-3325130	64	3	67	351	31	30	2
LK-3325135	78	4	83	434	39	37	2
LK-3325140	61	3	64	335	30	29	2
LK-3325145	72	4	76	400	36	34	2
LK-3325150	61	3	64	336	30	29	2
LK-3325155	82	4	86	452	40	39	3
LK-3325160	52	3	55	287	26	25	2
LK-3325165	71	4	74	390	35	34	2
LK-3325170	56	3	59	310	28	27	2
LK-3325175	42	2	45	234	21	20	1
LK-3325180	79	4	83	435	39	37	2
LK-3325185	73	4	77	404	36	35	2
LK-3325190	134	7	141	739	66	64	4
LK-3325195	112	6	118	618	55	53	4
LK-3325200	119	7	126	660	59	57	4
LK-3325205	42	2	45	233	21	20	1
LK-3325210	80	4	85	444	40	38	3
LK-3325215	128	7	135	708	63	61	4
LK-3325220	71	4	75	391	35	34	2
LK-3325225	73	4	77	405	36	35	2
LK-3325230	41	2	43	228	20	20	1
LK-3325235	81	4	85	447	40	38	3
LK-3325240	67	4	70	369	33	32	2
LK-3325245	73	4	77	402	36	35	2
LK-3325250	28	2	29	153	14	13	1
LK-3325255	144	8	152	796	71	69	5
LK-3325260	65	4	69	361	32	31	2
LK-3325265	76	4	81	423	38	36	2
LK-3327	2496	95	2592	12193	1319	1114	63
LK-3327005	97	4	101	474	51	43	2
LK-3327010	93	4	96	454	49	41	2
LK-3327015	205	8	213	1003	109	92	5
LK-3327020	96	4	99	467	51	43	2
LK-3327025	128	5	133	625	68	57	3
LK-3327030	80	3	83	392	42	36	2
LK-3327035	119	5	124	583	63	53	3
LK-3327040	101	4	105	494	53	45	3
LK-3327045	155	6	161	755	82	69	4
LK-3327050	95	4	99	465	50	42	2
LK-3327055	85	3	88	415	45	38	2
LK-3327060	69	3	72	339	37	31	2
LK-3327065	107	4	111	523	57	48	3
LK-3327070	107	4	111	523	57	48	3
LK-3327075	90	3	93	439	48	40	2
LK-3327080	57	2	59	277	30	25	1
LK-3327085	81	3	84	397	43	36	2
LK-3327090	86	3	89	419	45	38	2
LK-3327095	72	3	74	350	38	32	2
LK-3327100	88	3	91	429	46	39	2
LK-3327105	69	3	72	338	37	31	2
LK-3327110	79	3	82	385	42	35	2
LK-3327115	108	4	112	525	57	48	3
LK-3327120	60	2	62	294	32	27	2
LK-3327125	49	2	51	238	26	22	1
LK-3327130	67	3	70	330	36	30	2
LK-3327135	53	2	55	260	28	24	1
LK-3330	7350	281	7630	35898	3885	3279	186
LK-3330005	58	2	60	282	31	26	1
LK-3330010	96	4	99	467	51	43	2
LK-3330015	80	3	84	393	43	36	2
LK-3330020	56	2	58	274	30	25	1
LK-3330025	92	4	95	449	49	41	2
LK-3330030	118	5	123	576	62	53	3
LK-3330035	75	3	78	367	40	33	2
LK-3330040	72	3	75	353	38	32	2
LK-3330045	69	3	71	336	36	31	2
LK-3330050	119	5	123	580	63	53	3
LK-3330055	64	2	67	314	34	29	2
LK-3330060	112	4	116	547	59	50	3
LK-3330065	47	2	49	230	25	21	1
LK-3330070	90	3	93	437	47	40	2
LK-3330075	58	2	60	283	31	26	1
LK-3330080	121	5	126	592	64	54	3
LK-3330085	53	2	55	260	28	24	1
LK-3330090	137	5	142	669	72	61	3
LK-3330095	96	4	100	469	51	43	2
LK-3330100	58	2	60	281	30	26	1
LK-3330105	156	6	162	761	82	70	4
LK-3330110	82	3	85	400	43	37	2
LK-3330115	112	4	116	546	59	50	3
LK-3330120	105	4	109	511	55	47	3
LK-3330125	101	4	104	491	53	45	3
LK-3330130	122	5	127	598	65	55	3
LK-3330135	109	4	114	535	58	49	3
LK-3330140	72	3	75	351	38	32	2
LK-3330145	99	4	102	481	52	44	3
LK-3330150	100	4	104	489	53	45	3
LK-3330155	120	5	125	587	64	54	3
LK-3330160	95	4	99	464	50	42	2
LK-3330165	70	3	73	344	37	31	2
LK-3330170	146	6	152	716	77	65	4
LK-3330175	50	2	52	244	26	22	1
LK-3330180	117	4	122	572	62	52	3
LK-3330185	85	3	88	414	45	38	2
LK-3330190	108	4	112	527	57	48	3
LK-3330195	143	5	148	698	75	64	4
LK-3330200	163	6	169	795	86	73	4
LK-3330205	114	4	119	558	60	51	3
LK-3330210	94	4	98	461	50	42	2
LK-3330215	157	6	163	766	83	70	4
LK-3330220	189	7	196	921	100	84	5
LK-3330225	133	5	138	648	70	59	3
LK-3330230	101	4	105	494	53	45	3
LK-3330235	127	5	132	621	67	57	3
LK-3330240	109	4	113	533	58	49	3
LK-3330245	88	3	92	431	47	39	2
LK-3330250	218	8	226	1064	115	97	6
LK-3330255	139	5	144	679	73	62	4
LK-3330260	54	2	57	266	29	24	1
LK-3330265	95	4	99	465	50	42	2
LK-3330270	189	7	196	922	100	84	5
LK-3330275	106	4	110	518	56	47	3
LK-3330280	86	3	89	419	45	38	2
LK-3330285	107	4	111	521	56	48	3
LK-3330290	161	6	167	788	85	72	4
LK-3330295	71	3	74	347	38	32	2
LK-3330300	96	4	100	471	51	43	2
LK-3330305	122	5	127	596	65	54	3
LK-3330310	62	2	65	305	33	28	2
LK-3330315	99	4	103	483	52	44	3
LK-3330320	83	3	87	408	44	37	2
LK-3330325	98	4	102	479	52	44	2
LK-3330330	78	3	81	380	41	35	2
LK-3330335	95	4	99	466	50	43	2
LK-3330340	84	3	88	412	45	38	2
LK-3330345	148	6	154	724	78	66	4
LK-3330350	135	5	140	660	71	60	3
LK-3330355	84	3	87	412	45	38	2
LK-3333	8277	439	8717	36321	4159	3860	258
LK-3333005	148	6	154	724	78	66	4
LK-3333010	109	6	115	453	53	52	4
LK-3333015	128	8	136	534	63	61	4
LK-3333020	99	6	105	412	48	47	3
LK-3333025	97	6	103	405	48	46	3
LK-3333030	56	3	60	235	28	27	2
LK-3333035	127	8	134	529	62	60	4
LK-3333040	180	11	191	752	89	86	6
LK-3333045	190	11	201	791	93	90	6
LK-3333050	191	11	203	798	94	91	6
LK-3333055	148	9	156	616	72	70	5
LK-3333060	90	5	95	373	44	43	3
LK-3333065	93	6	99	389	46	44	3
LK-3333070	84	3	88	412	45	38	2
LK-3333075	66	3	69	323	35	30	2
LK-3333080	57	2	59	280	30	26	1
LK-3333085	40	2	42	196	21	18	1
LK-3333090	95	4	98	463	50	42	2
LK-3333095	58	2	61	285	31	26	1
LK-3333100	100	4	104	489	53	45	3
LK-3333105	66	4	70	275	32	31	2
LK-3333110	68	4	72	282	33	32	2
LK-3333115	129	8	137	539	64	61	4
LK-3333120	127	8	135	531	63	61	4
LK-3333125	175	10	186	730	86	83	6
LK-3333130	192	11	203	800	94	91	6
LK-3333135	150	9	159	624	73	71	5
LK-3333140	182	11	193	761	90	87	6
LK-3333145	141	8	149	586	69	67	5
LK-3333150	177	11	188	738	87	84	6
LK-3333155	93	6	98	387	46	44	3
LK-3333160	46	3	48	190	22	22	2
LK-3333165	146	9	154	607	71	69	5
LK-3333170	82	5	87	343	40	39	3
LK-3333175	112	7	119	467	55	53	4
LK-3333180	120	7	127	499	59	57	4
LK-3333185	99	6	105	414	49	47	3
LK-3333190	109	6	115	453	53	52	4
LK-3333195	99	4	103	483	52	44	3
LK-3333200	54	2	56	265	29	24	1
LK-3333205	90	3	94	442	48	40	2
LK-3333210	73	3	76	356	39	32	2
LK-3333215	131	8	138	544	64	62	4
LK-3333220	274	16	291	1143	135	130	9
LK-3333225	169	10	179	703	83	80	6
LK-3333230	61	4	64	254	30	29	2
LK-3333235	207	12	220	865	102	99	7
LK-3333240	134	8	142	559	66	64	5
