entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	ACTC	LSSP	NSSP
LK-3209125	560	5	565	664	257	267	31	1	3	1
LK-3209130	631	5	636	748	290	301	35	1	3	1
LK-3209135	632	6	638	750	291	302	36	1	3	1
LK-3209140	612	5	617	726	281	292	34	1	3	1
LK-3209145	817	7	824	970	376	390	46	1	4	1
LK-3209150	1121	10	1131	1331	515	535	63	1	5	2
LK-3209155	514	4	518	610	236	245	29	1	2	1
LK-3209160	298	3	300	353	137	142	17	0	1	0
LK-3209165	452	4	456	536	208	216	25	1	2	1
LK-3209170	268	2	271	318	123	128	15	0	1	0
LK-3209175	301	3	304	357	138	144	17	0	1	0
LK-3209180	440	4	444	522	202	210	25	1	2	1
LK-3209185	495	4	499	587	227	236	28	1	2	1
LK-3209190	368	3	371	436	169	175	21	0	2	1
LK-3209195	389	3	393	462	179	186	22	0	2	1
LK-3209200	551	5	556	654	253	263	31	1	3	1
LK-3209205	567	5	572	672	260	270	32	1	3	1
LK-3209210	445	4	449	528	205	212	25	1	2	1
LK-3209215	858	7	866	1018	394	409	48	1	4	1
LK-3212	21174	185	21359	25129	9729	10097	1191	27	100	31
LK-3212005	371	3	374	440	171	177	21	0	2	1
LK-3212010	351	3	354	416	161	167	20	0	2	1
LK-3212015	448	4	452	532	206	214	25	1	2	1
LK-3212020	383	3	386	454	176	182	22	0	2	1
LK-3212025	378	3	382	449	174	180	21	0	2	1
LK-3212030	460	4	464	545	211	219	26	1	2	1
LK-3212035	446	4	450	529	205	213	25	1	2	1
LK-3212040	328	3	331	389	151	156	18	0	2	0
LK-3212045	345	3	348	409	159	165	19	0	2	1
LK-3212050	411	4	415	488	189	196	23	1	2	1
LK-3212055	490	4	494	581	225	233	28	1	2	1
LK-3212060	286	2	289	340	132	137	16	0	1	0
LK-3212065	600	5	605	712	276	286	34	1	3	1
LK-3212070	548	5	553	650	252	261	31	1	3	1
LK-3212075	589	5	594	698	270	281	33	1	3	1
LK-3212080	492	4	496	584	226	235	28	1	2	1
LK-3212085	573	5	578	679	263	273	32	1	3	1
LK-3212090	466	4	470	553	214	222	26	1	2	1
LK-3212095	269	2	271	319	123	128	15	0	1	0
LK-3212100	427	4	431	507	196	204	24	1	2	1
LK-3212105	516	4	520	612	237	246	29	1	2	1
LK-3212110	523	5	527	620	240	249	29	1	2	1
LK-3212115	388	3	391	460	178	185	22	0	2	1
LK-3212120	803	7	810	953	369	383	45	1	4	1
LK-3212125	300	3	302	355	138	143	17	0	1	0
LK-3212130	265	2	267	314	122	126	15	0	1	0
LK-3212135	457	4	461	542	210	218	26	1	2	1
LK-3212140	368	3	371	437	169	176	21	0	2	1
LK-3212145	547	5	552	649	251	261	31	1	3	1
LK-3212150	408	4	412	484	188	195	23	1	2	1
LK-3212155	289	3	292	343	133	138	16	0	1	0
LK-3212160	345	3	348	409	158	164	19	0	2	1
LK-3212165	520	5	524	617	239	248	29	1	2	1
LK-3212170	530	5	534	628	243	253	30	1	3	1
LK-3212175	397	3	401	471	183	189	22	1	2	1
LK-3212180	423	4	427	502	194	202	24	1	2	1
LK-3212185	368	3	371	436	169	175	21	0	2	1
LK-3212190	671	6	677	796	308	320	38	1	3	1
LK-3212195	677	6	682	803	311	323	38	1	3	1
LK-3212200	568	5	573	674	261	271	32	1	3	1
LK-3212205	322	3	325	382	148	153	18	0	2	0
LK-3212210	337	3	340	399	155	161	19	0	2	0
LK-3212215	399	3	403	474	183	190	22	1	2	1
LK-3212220	472	4	476	560	217	225	27	1	2	1
LK-3212225	347	3	350	411	159	165	20	0	2	1
LK-3212230	339	3	342	402	156	162	19	0	2	0
LK-3212235	381	3	384	452	175	182	21	0	2	1
LK-3212240	556	5	561	660	255	265	31	1	3	1
LK-3215	13522	113	13635	16088	6636	5485	1286	29	66	19
LK-3215005	200	2	202	238	98	81	19	0	1	0
LK-3215010	616	5	621	733	302	250	59	1	3	1
LK-3215015	382	3	385	455	188	155	36	1	2	1
LK-3215020	633	5	638	753	311	257	60	1	3	1
LK-3215025	410	3	413	488	201	166	39	1	2	1
LK-3215030	558	5	562	663	274	226	53	1	3	1
LK-3215035	553	5	558	658	272	224	53	1	3	1
LK-3215040	445	4	449	529	218	181	42	1	2	1
LK-3215045	729	6	735	868	358	296	69	2	4	1
LK-3215050	823	7	830	979	404	334	78	2	4	1
LK-3215055	597	5	602	710	293	242	57	1	3	1
LK-3215060	503	4	507	598	247	204	48	1	2	1
LK-3215065	494	4	498	588	242	200	47	1	2	1
LK-3215070	726	6	732	864	356	295	69	2	4	1
LK-3215075	410	3	413	488	201	166	39	1	2	1
LK-3215080	544	5	549	647	267	221	52	1	3	1
LK-3215085	313	3	316	373	154	127	30	1	2	0
LK-3215090	452	4	456	538	222	184	43	1	2	1
LK-3215095	238	2	240	283	117	97	23	1	1	0
LK-3215100	599	5	604	713	294	243	57	1	3	1
LK-3215105	396	3	399	471	194	160	38	1	2	1
LK-3215110	208	2	209	247	102	84	20	0	1	0
LK-3215115	356	3	359	423	175	144	34	1	2	0
LK-3215120	484	4	488	576	238	196	46	1	2	1
LK-3215125	752	6	758	894	369	305	72	2	4	1
LK-3215130	349	3	352	415	171	141	33	1	2	0
LK-3215135	240	2	242	285	118	97	23	1	1	0
LK-3215140	513	4	517	610	252	208	49	1	3	1
LK-3218	22148	186	22334	26351	10870	8985	2107	48	108	31
LK-3218005	216	2	217	256	106	87	21	0	1	0
LK-3218010	723	6	729	861	355	293	69	2	4	1
LK-3218015	258	2	260	307	127	105	25	1	1	0
LK-3218020	504	4	508	599	247	204	48	1	2	1
LK-3218025	449	4	453	534	220	182	43	1	2	1
LK-3218030	274	2	276	326	135	111	26	1	1	0
LK-3218035	298	2	301	355	146	121	28	1	1	0
LK-3218040	227	2	229	270	112	92	22	0	1	0
LK-3218045	503	4	507	599	247	204	48	1	2	1
LK-3218050	655	5	660	779	321	266	62	1	3	1
LK-3218055	206	2	207	245	101	83	20	0	1	0
LK-3218060	664	6	670	790	326	269	63	1	3	1
LK-3218065	643	5	648	764	315	261	61	1	3	1
LK-3218070	472	4	476	562	232	192	45	1	2	1
LK-3218075	481	4	485	572	236	195	46	1	2	1
LK-3218080	576	5	581	685	283	234	55	1	3	1
LK-3218085	385	3	388	458	189	156	37	1	2	1
LK-3218090	520	4	524	619	255	211	49	1	3	1
LK-3218095	321	3	324	382	158	130	31	1	2	0
LK-3218100	429	4	433	510	211	174	41	1	2	1
LK-3218105	374	3	377	445	184	152	36	1	2	1
LK-3218110	425	4	429	506	209	173	40	1	2	1
LK-3218115	252	2	255	300	124	102	24	1	1	0
LK-3218120	706	6	712	840	347	286	67	2	3	1
LK-3218125	473	4	477	563	232	192	45	1	2	1
LK-3218130	540	5	544	642	265	219	51	1	3	1
LK-3218135	327	3	330	389	161	133	31	1	2	0
LK-3218140	601	5	606	715	295	244	57	1	3	1
LK-3218145	595	5	600	708	292	241	57	1	3	1
LK-3218150	755	6	761	898	371	306	72	2	4	1
LK-3218155	523	4	527	622	257	212	50	1	3	1
LK-3218160	662	6	668	788	325	269	63	1	3	1
LK-3218165	493	4	497	587	242	200	47	1	2	1
LK-3218170	847	7	854	1007	416	344	81	2	4	1
LK-3218175	404	3	408	481	198	164	38	1	2	1
LK-3218180	489	4	493	582	240	198	47	1	2	1
LK-3218185	495	4	499	589	243	201	47	1	2	1
LK-3218190	462	4	466	550	227	187	44	1	2	1
LK-3218195	412	3	415	490	202	167	39	1	2	1
LK-3218200	463	4	467	551	227	188	44	1	2	1
LK-3218205	568	5	572	675	279	230	54	1	3	1
LK-3218210	646	5	652	769	317	262	61	1	3	1
LK-3218215	513	4	517	610	252	208	49	1	3	1
LK-3218220	263	2	265	313	129	107	25	1	1	0
LK-3218225	643	5	649	765	316	261	61	1	3	1
LK-3218230	412	3	415	490	202	167	39	1	2	1
LK-3221	20839	188	21027	26155	10446	9291	949	33	83	38
LK-3221005	398	4	402	500	200	177	18	1	2	1
LK-3221010	536	5	541	673	269	239	24	1	2	1
LK-3221015	550	5	555	690	276	245	25	1	2	1
LK-3221020	412	4	416	517	207	184	19	1	2	1
LK-3221025	703	6	709	882	352	313	32	1	3	1
LK-3221030	562	5	567	706	282	251	26	1	2	1
LK-3221035	292	3	295	367	147	130	13	0	1	1
LK-3221040	563	5	568	707	282	251	26	1	2	1
LK-3221045	308	3	311	387	155	138	14	0	1	1
LK-3221050	369	3	373	463	185	165	17	1	1	1
LK-3221055	572	5	577	717	287	255	26	1	2	1
LK-3221060	793	7	800	995	397	353	36	1	3	1
LK-3221065	438	4	442	550	220	195	20	1	2	1
LK-3221070	373	3	377	468	187	166	17	1	1	1
LK-3221075	286	3	289	359	143	128	13	0	1	1
LK-3221080	356	3	359	446	178	159	16	1	1	1
LK-3221085	189	2	190	237	95	84	9	0	1	0
LK-3221090	453	4	457	569	227	202	21	1	2	1
LK-3221095	550	5	555	690	276	245	25	1	2	1
LK-3221100	538	5	543	675	270	240	25	1	2	1
LK-3221105	578	5	584	726	290	258	26	1	2	1
LK-3221110	372	3	375	466	186	166	17	1	1	1
LK-3221115	529	5	534	664	265	236	24	1	2	1
LK-3221120	587	5	592	736	294	262	27	1	2	1
LK-3221125	492	4	497	618	247	220	22	1	2	1
LK-3221130	742	7	749	931	372	331	34	1	3	1
LK-3221135	526	5	530	660	263	234	24	1	2	1
LK-3221140	1339	12	1351	1681	671	597	61	2	5	2
LK-3221145	833	8	840	1045	417	371	38	1	3	1
LK-3221150	297	3	300	373	149	133	14	0	1	1
LK-3221155	220	2	222	276	110	98	10	0	1	0
LK-3221160	383	3	386	480	192	171	17	1	2	1
LK-3221165	551	5	556	691	276	246	25	1	2	1
LK-3221170	866	8	873	1086	434	386	39	1	3	2
LK-3221175	484	4	488	607	242	216	22	1	2	1
LK-3221180	971	9	980	1218	487	433	44	2	4	2
LK-3221185	678	6	685	851	340	302	31	1	3	1
LK-3221190	1151	10	1161	1444	577	513	52	2	5	2
LK-3224	14590	122	14713	17359	7161	5919	1388	31	71	20
LK-3224005	398	3	401	474	195	161	38	1	2	1
LK-3224010	428	4	431	509	210	174	41	1	2	1
LK-3224015	471	4	475	561	231	191	45	1	2	1
LK-3224020	289	2	292	344	142	117	28	1	1	0
LK-3224025	246	2	248	293	121	100	23	1	1	0
LK-3224030	367	3	370	436	180	149	35	1	2	1
LK-3224035	429	4	433	510	211	174	41	1	2	1
LK-3224040	501	4	506	597	246	203	48	1	2	1
LK-3224045	433	4	437	515	213	176	41	1	2	1
LK-3224050	614	5	620	731	302	249	58	1	3	1
LK-3224055	373	3	377	444	183	151	36	1	2	1
LK-3224060	317	3	320	377	156	129	30	1	2	0
LK-3224065	786	7	793	935	386	319	75	2	4	1
LK-3224070	203	2	205	242	100	82	19	0	1	0
LK-3224075	583	5	588	693	286	236	55	1	3	1
LK-3224080	692	6	698	824	340	281	66	1	3	1
LK-3224085	1028	9	1037	1224	505	417	98	2	5	1
LK-3224090	416	3	419	495	204	169	40	1	2	1
LK-3224095	787	7	794	937	386	319	75	2	4	1
LK-3224100	335	3	338	399	165	136	32	1	2	0
LK-3224105	652	5	657	775	320	264	62	1	3	1
LK-3224110	647	5	653	770	318	263	62	1	3	1
LK-3224115	363	3	366	432	178	147	35	1	2	1
LK-3224120	515	4	520	613	253	209	49	1	3	1
LK-3224125	741	6	747	881	364	301	70	2	4	1
LK-3224130	407	3	410	484	200	165	39	1	2	1
LK-3224135	413	3	416	491	203	167	39	1	2	1
LK-3224140	573	5	578	682	281	233	55	1	3	1
LK-3224145	580	5	585	690	285	235	55	1	3	1
LK-3227	18368	176	18544	23114	8275	8621	1316	33	92	31
LK-3227005	418	4	422	526	188	196	30	1	2	1
LK-3227010	344	3	348	433	155	162	25	1	2	1
LK-3227015	572	5	577	719	258	268	41	1	3	1
LK-3227020	472	5	477	594	213	222	34	1	2	1
LK-3227025	602	6	608	758	271	283	43	1	3	1
LK-3227030	277	3	280	349	125	130	20	1	1	0
LK-3227035	310	3	313	390	140	146	22	1	2	1
LK-3227040	283	3	286	356	127	133	20	1	1	0
LK-3227045	475	5	479	597	214	223	34	1	2	1
LK-3227050	395	4	399	497	178	185	28	1	2	1
LK-3227055	691	7	698	869	311	324	49	1	3	1
LK-3227060	530	5	535	667	239	249	38	1	3	1
LK-3227065	387	4	391	487	174	182	28	1	2	1
LK-3227070	612	6	618	771	276	287	44	1	3	1
LK-3227075	452	4	457	569	204	212	32	1	2	1
LK-3227080	741	7	748	933	334	348	53	1	4	1
LK-3227085	832	8	840	1047	375	391	60	2	4	1
LK-3227090	373	4	377	470	168	175	27	1	2	1
LK-3227095	375	4	379	472	169	176	27	1	2	1
LK-3227100	393	4	397	494	177	184	28	1	2	1
LK-3227105	535	5	540	674	241	251	38	1	3	1
LK-3227110	614	6	620	772	277	288	44	1	3	1
LK-3227115	570	5	576	718	257	268	41	1	3	1
LK-3227120	603	6	609	759	272	283	43	1	3	1
LK-3227125	793	8	801	998	357	372	57	1	4	1
LK-3227130	423	4	427	532	190	198	30	1	2	1
LK-3227135	595	6	601	749	268	279	43	1	3	1
LK-3227140	449	4	453	565	202	211	32	1	2	1
LK-3227145	383	4	387	482	173	180	27	1	2	1
LK-3227150	383	4	387	482	173	180	27	1	2	1
LK-3227155	325	3	328	408	146	152	23	1	2	1
LK-3227160	330	3	333	415	148	155	24	1	2	1
LK-3227165	440	4	444	553	198	206	32	1	2	1
LK-3227170	390	4	394	491	176	183	28	1	2	1
LK-3227175	528	5	533	664	238	248	38	1	3	1
LK-3227180	421	4	425	529	189	197	30	1	2	1
LK-3227185	296	3	299	373	134	139	21	1	1	1
LK-3227190	474	5	478	596	213	222	34	1	2	1
LK-3227195	282	3	284	354	127	132	20	1	1	0
LK-3230	13521	121	13641	16269	6184	6424	808	19	65	21
LK-3230005	436	4	440	517	200	208	25	1	2	1
LK-3230010	456	4	460	541	210	218	26	1	2	1
LK-3230015	336	3	339	399	154	160	19	0	2	0
LK-3230020	566	5	571	671	260	270	32	1	3	1
LK-3230025	499	4	503	592	229	238	28	1	2	1
LK-3230030	319	3	322	378	147	152	18	0	2	0
LK-3230035	222	2	224	263	102	106	12	0	1	0
LK-3230040	346	3	349	435	156	162	25	1	2	1
LK-3230045	163	1	164	193	75	78	9	0	1	0
LK-3230050	325	3	328	386	149	155	18	0	2	0
LK-3230055	276	2	278	327	127	131	15	0	1	0
LK-3230060	260	2	262	308	119	124	15	0	1	0
LK-3230065	427	4	430	506	196	203	24	1	2	1
LK-3230070	597	5	602	708	274	284	34	1	3	1
LK-3230075	372	3	375	441	171	177	21	0	2	1
LK-3230080	585	5	590	694	269	279	33	1	3	1
LK-3230085	380	3	384	451	175	181	21	0	2	1
LK-3230090	366	3	369	434	168	174	21	0	2	1
LK-3230095	282	2	284	334	129	134	16	0	1	0
LK-3230100	322	3	325	382	148	153	18	0	2	0
LK-3230105	328	3	331	389	151	156	18	0	2	0
LK-3230110	437	4	441	518	201	208	25	1	2	1
LK-3230115	434	4	438	515	199	207	24	1	2	1
LK-3230120	413	4	417	520	186	194	30	1	2	1
LK-3230125	339	3	342	427	153	159	24	1	2	1
LK-3230130	590	6	596	743	266	277	42	1	3	1
LK-3230135	410	4	414	516	185	192	29	1	2	1
LK-3230140	482	5	487	607	217	226	35	1	2	1
LK-3230145	534	5	539	671	240	250	38	1	3	1
LK-3230150	269	2	272	319	124	128	15	0	1	0
LK-3230155	430	4	434	510	198	205	24	1	2	1
LK-3230160	381	3	385	452	175	182	21	0	2	1
LK-3230165	402	4	406	477	185	192	23	1	2	1
LK-3230170	538	5	543	639	247	257	30	1	3	1
LK-3233	9097	87	9184	11448	4098	4270	652	17	46	16
LK-3233005	454	4	458	571	204	213	32	1	2	1
LK-3233010	424	4	428	533	191	199	30	1	2	1
LK-3233015	458	4	462	576	206	215	33	1	2	1
LK-3233020	273	3	276	344	123	128	20	0	1	0
LK-3233025	432	4	436	543	195	203	31	1	2	1
LK-3233030	359	3	362	451	162	168	26	1	2	1
LK-3233035	334	3	337	420	150	157	24	1	2	1
LK-3233040	435	4	439	547	196	204	31	1	2	1
LK-3233045	251	2	253	316	113	118	18	0	1	0
LK-3233050	373	4	377	469	168	175	27	1	2	1
LK-3233055	333	3	336	419	150	156	24	1	2	1
LK-3233060	305	3	308	384	138	143	22	1	2	1
LK-3233065	356	3	359	447	160	167	25	1	2	1
LK-3233070	359	3	363	452	162	169	26	1	2	1
LK-3233075	308	3	311	388	139	145	22	1	2	1
LK-3233080	333	3	336	419	150	156	24	1	2	1
LK-3233085	415	4	419	522	187	195	30	1	2	1
LK-3233090	383	4	387	482	172	180	27	1	2	1
LK-3233095	508	5	512	639	229	238	36	1	3	1
LK-3233100	385	4	389	485	173	181	28	1	2	1
LK-3233105	414	4	418	521	187	194	30	1	2	1
LK-3233110	282	3	284	354	127	132	20	1	1	0
LK-3233115	366	4	369	460	165	172	26	1	2	1
LK-3233120	273	3	275	343	123	128	20	0	1	0
LK-3233125	287	3	290	362	129	135	21	1	1	0
LK-3236	15035	144	15179	18920	6773	7056	1077	27	75	26
LK-3236005	420	4	424	529	189	197	30	1	2	1
LK-3236010	426	4	430	537	192	200	31	1	2	1
LK-3236015	313	3	316	394	141	147	22	1	2	1
LK-3236020	430	4	434	541	194	202	31	1	2	1
LK-3236025	467	4	472	588	210	219	33	1	2	1
LK-3236030	448	4	453	564	202	210	32	1	2	1
LK-3236035	610	6	616	767	275	286	44	1	3	1
LK-3236040	320	3	323	403	144	150	23	1	2	1
LK-3236045	495	5	499	622	223	232	35	1	2	1
LK-3236050	273	3	276	344	123	128	20	0	1	0
LK-3236055	290	3	292	364	130	136	21	1	1	0
LK-3236060	209	2	211	263	94	98	15	0	1	0
LK-3236065	445	4	449	560	201	209	32	1	2	1
LK-3236070	380	4	384	478	171	178	27	1	2	1
LK-3236075	172	2	174	217	78	81	12	0	1	0
LK-3236080	286	3	289	361	129	134	21	1	1	0
LK-3236085	452	4	457	569	204	212	32	1	2	1
LK-3236090	437	4	441	550	197	205	31	1	2	1
LK-3236095	582	6	588	733	262	273	42	1	3	1
LK-3236100	356	3	359	448	160	167	25	1	2	1
LK-3236105	205	2	207	258	93	96	15	0	1	0
LK-3236110	260	2	262	327	117	122	19	0	1	0
LK-3236115	326	3	329	410	147	153	23	1	2	1
LK-3236120	269	3	272	339	121	126	19	0	1	0
LK-3236125	274	3	277	345	123	129	20	0	1	0
LK-3236130	350	3	353	440	158	164	25	1	2	1
LK-3236135	274	3	277	345	123	129	20	0	1	0
LK-3236140	495	5	499	622	223	232	35	1	2	1
LK-3236145	364	3	368	459	164	171	26	1	2	1
LK-3236150	338	3	342	426	152	159	24	1	2	1
LK-3236155	305	3	308	384	138	143	22	1	2	1
LK-3236160	412	4	416	518	185	193	29	1	2	1
LK-3236165	448	4	453	564	202	210	32	1	2	1
LK-3236170	401	4	405	505	181	188	29	1	2	1
LK-3236175	481	5	485	605	217	226	34	1	2	1
LK-3236180	416	4	420	524	187	195	30	1	2	1
LK-3236185	225	2	227	283	101	106	16	0	1	0
LK-3236190	402	4	406	506	181	189	29	1	2	1
LK-3236195	456	4	461	574	206	214	33	1	2	1
LK-3236200	521	5	526	655	234	244	37	1	3	1
LK-3239	29136	263	29399	36570	14605	12991	1327	45	115	52
LK-3239005	701	6	707	880	351	312	32	1	3	1
LK-3239010	493	4	497	619	247	220	22	1	2	1
LK-3239015	526	5	531	661	264	235	24	1	2	1
LK-3239020	365	3	368	458	183	163	17	1	1	1
LK-3239025	547	5	552	687	274	244	25	1	2	1
LK-3239030	681	6	687	855	341	304	31	1	3	1
LK-3239035	1409	13	1421	1768	706	628	64	2	6	3
LK-3239040	491	4	496	617	246	219	22	1	2	1
LK-3239045	635	6	641	797	318	283	29	1	3	1
LK-3239050	460	4	464	577	231	205	21	1	2	1
LK-3239055	959	9	967	1203	481	427	44	1	4	2
LK-3239060	1289	12	1301	1618	646	575	59	2	5	2
LK-3239065	866	8	874	1087	434	386	39	1	3	2
LK-3239070	377	3	381	473	189	168	17	1	1	1
LK-3239075	560	5	565	702	281	249	25	1	2	1
LK-3239080	545	5	550	684	273	243	25	1	2	1
LK-3239085	1140	10	1150	1430	571	508	52	2	5	2
LK-3239090	735	7	742	923	369	328	33	1	3	1
LK-3239095	428	4	432	537	215	191	19	1	2	1
LK-3239100	461	4	465	578	231	205	21	1	2	1
LK-3239105	528	5	533	663	265	235	24	1	2	1
LK-3239110	627	6	633	787	314	280	29	1	2	1
LK-3239115	670	6	676	841	336	299	31	1	3	1
LK-3239120	490	4	494	615	246	218	22	1	2	1
LK-3239125	552	5	557	693	277	246	25	1	2	1
LK-3239130	970	9	978	1217	486	432	44	2	4	2
LK-3239135	546	5	551	685	273	243	25	1	2	1
LK-3239140	714	6	721	897	358	319	33	1	3	1
LK-3239145	487	4	492	611	244	217	22	1	2	1
LK-3239150	483	4	487	606	242	215	22	1	2	1
LK-3239155	584	5	589	732	293	260	27	1	2	1
LK-3239160	476	4	480	597	239	212	22	1	2	1
LK-3239165	390	4	394	490	196	174	18	1	2	1
LK-3239170	476	4	480	597	238	212	22	1	2	1
LK-3239175	498	4	502	625	249	222	23	1	2	1
LK-3239180	680	6	686	853	341	303	31	1	3	1
LK-3239185	546	5	551	686	274	244	25	1	2	1
LK-3239190	673	6	679	844	337	300	31	1	3	1
LK-3239195	536	5	540	672	268	239	24	1	2	1
LK-3239200	758	7	764	951	380	338	35	1	3	1
LK-3239205	489	4	494	614	245	218	22	1	2	1
LK-3239210	647	6	653	812	324	288	29	1	3	1
LK-3239215	699	6	705	878	350	312	32	1	3	1
LK-3239220	333	3	336	418	167	149	15	1	1	1
LK-3239225	570	5	576	716	286	254	26	1	2	1
LK-3239230	328	3	331	412	164	146	15	1	1	1
LK-3239235	270	2	272	338	135	120	12	0	1	0
LK-3239240	450	4	454	565	226	201	21	1	2	1
LK-3242	44866	408	45274	56252	23221	19333	2067	22	156	67
LK-3242005	425	4	428	532	220	183	20	0	1	1
LK-3242010	691	6	697	867	358	298	32	0	2	1
LK-3242015	289	3	292	362	150	125	13	0	1	0
LK-3242020	458	4	462	574	237	197	21	0	2	1
LK-3242025	499	5	503	625	258	215	23	0	2	1
LK-3242030	265	2	267	332	137	114	12	0	1	0
LK-3242035	742	7	749	930	384	320	34	0	3	1
LK-3242040	432	4	436	542	224	186	20	0	2	1
LK-3242045	203	2	204	254	105	87	9	0	1	0
LK-3242050	358	3	361	448	185	154	16	0	1	1
LK-3242055	704	6	710	883	364	303	32	0	2	1
LK-3242060	483	4	487	605	250	208	22	0	2	1
LK-3242065	300	3	303	376	155	129	14	0	1	0
LK-3242070	579	5	584	726	300	249	27	0	2	1
LK-3242075	644	6	650	808	333	278	30	0	2	1
LK-3242080	862	8	870	1081	446	371	40	0	3	1
LK-3242085	1441	13	1454	1806	746	621	66	1	5	2
LK-3242090	842	8	850	1056	436	363	39	0	3	1
LK-3242095	399	4	403	500	207	172	18	0	1	1
LK-3242100	593	5	598	743	307	255	27	0	2	1
LK-3242105	1020	9	1030	1279	528	440	47	1	4	2
LK-3242110	512	5	516	642	265	221	24	0	2	1
LK-3242115	1005	9	1014	1260	520	433	46	0	3	2
LK-3242120	523	5	528	656	271	225	24	0	2	1
LK-3242125	1144	10	1154	1434	592	493	53	1	4	2
LK-3242130	982	9	991	1231	508	423	45	0	3	1
LK-3242135	1186	11	1196	1486	614	511	55	1	4	2
LK-3242140	658	6	664	825	341	284	30	0	2	1
LK-3242145	279	3	282	350	145	120	13	0	1	0
LK-3242150	1098	10	1108	1377	568	473	51	1	4	2
LK-3242155	667	6	673	836	345	287	31	0	2	1
LK-3242160	1232	11	1244	1545	638	531	57	1	4	2
LK-3242165	464	4	468	581	240	200	21	0	2	1
LK-3242170	1095	10	1105	1373	567	472	50	1	4	2
LK-3242175	501	5	506	629	259	216	23	0	2	1
LK-3242180	435	4	439	545	225	187	20	0	2	1
LK-3242185	866	8	874	1086	448	373	40	0	3	1
LK-3242190	892	8	900	1118	462	384	41	0	3	1
LK-3242195	800	7	807	1003	414	345	37	0	3	1
LK-3242200	686	6	692	860	355	296	32	0	2	1
LK-3242205	1401	13	1414	1756	725	604	65	1	5	2
LK-3242210	764	7	771	958	396	329	35	0	3	1
LK-3242215	754	7	761	945	390	325	35	0	3	1
LK-3242220	897	8	905	1125	464	387	41	0	3	1
LK-3242225	415	4	419	520	215	179	19	0	1	1
LK-3242230	792	7	799	993	410	341	36	0	3	1
LK-3242235	995	9	1004	1248	515	429	46	0	3	1
LK-3242240	757	7	764	950	392	326	35	0	3	1
LK-3242245	764	7	771	957	395	329	35	0	3	1
LK-3242250	374	3	377	469	193	161	17	0	1	1
LK-3242255	874	8	882	1096	452	377	40	0	3	1
LK-3242260	1011	9	1020	1268	523	436	47	0	4	2
LK-3242265	362	3	365	454	187	156	17	0	1	1
LK-3242270	525	5	530	659	272	226	24	0	2	1
LK-3242275	614	6	619	769	318	264	28	0	2	1
LK-3242280	419	4	423	526	217	181	19	0	1	1
LK-3242285	466	4	471	585	241	201	21	0	2	1
LK-3242290	549	5	554	688	284	237	25	0	2	1
LK-3242295	647	6	653	812	335	279	30	0	2	1
LK-3242300	1044	9	1054	1309	540	450	48	1	4	2
LK-3242305	625	6	630	783	323	269	29	0	2	1
LK-3242310	356	3	360	447	184	154	16	0	1	1
LK-3242315	342	3	345	429	177	147	16	0	1	1
LK-3242320	757	7	764	949	392	326	35	0	3	1
LK-3242325	669	6	675	838	346	288	31	0	2	1
LK-3242330	439	4	443	551	227	189	20	0	2	1
LK-3245	21370	214	21584	26579	10598	8325	2285	23	115	24
LK-3245005	629	6	635	782	312	245	67	1	3	1
LK-3245010	357	4	361	444	177	139	38	0	2	0
LK-3245015	446	4	450	555	221	174	48	0	2	1
LK-3245020	306	3	309	380	152	119	33	0	2	0
LK-3245025	577	6	583	718	286	225	62	1	3	1
LK-3245030	737	7	744	917	365	287	79	1	4	1
LK-3245035	415	4	419	516	206	161	44	0	2	0
LK-3245040	310	3	313	386	154	121	33	0	2	0
LK-3245045	398	4	402	495	197	155	43	0	2	0
LK-3245050	187	2	189	232	93	73	20	0	1	0
LK-3245055	213	2	215	265	106	83	23	0	1	0
LK-3245060	461	5	466	574	229	180	49	0	2	1
LK-3245065	346	3	350	431	172	135	37	0	2	0
LK-3245070	539	5	544	670	267	210	58	1	3	1
LK-3245075	388	4	391	482	192	151	41	0	2	0
LK-3245080	631	6	637	784	313	246	67	1	3	1
LK-3245085	317	3	320	394	157	123	34	0	2	0
LK-3245090	361	4	365	449	179	141	39	0	2	0
LK-3245095	621	6	628	773	308	242	66	1	3	1
LK-3245100	417	4	421	518	207	162	45	0	2	0
LK-3245105	783	8	791	974	389	305	84	1	4	1
LK-3245110	410	4	414	510	203	160	44	0	2	0
LK-3245115	489	5	494	609	243	191	52	1	3	1
LK-3245120	552	6	558	687	274	215	59	1	3	1
LK-3245125	1773	18	1791	2205	879	691	190	2	10	2
LK-3245130	618	6	624	769	307	241	66	1	3	1
LK-3245135	600	6	606	746	298	234	64	1	3	1
LK-3245140	459	5	463	571	228	179	49	0	2	1
LK-3245145	504	5	509	626	250	196	54	1	3	1
LK-3245150	961	10	971	1195	477	374	103	1	5	1
LK-3245155	1147	11	1158	1426	569	447	123	1	6	1
LK-3245160	454	5	458	564	225	177	48	0	2	1
LK-3245165	663	7	670	825	329	258	71	1	4	1
LK-3245170	254	3	257	316	126	99	27	0	1	0
LK-3245175	454	5	458	565	225	177	49	0	2	1
LK-3245180	597	6	603	743	296	233	64	1	3	1
LK-3245185	537	5	543	668	266	209	57	1	3	1
LK-3245190	212	2	214	263	105	82	23	0	1	0
LK-3245195	388	4	392	483	193	151	42	0	2	0
