entity_id	valid	rejected	polled	electors	PA	UNP	Ind 2	SMBP	Ind 1	SLPF
LK-3136055	732	10	742	1041	450	274	3	2	1	2
LK-3136060	494	7	501	702	303	185	2	1	1	2
LK-3136065	443	6	449	630	272	165	2	1	1	1
LK-3136070	399	6	404	567	245	149	1	1	1	1
LK-3136075	341	5	346	485	210	127	1	1	1	1
LK-3136080	402	6	407	571	247	150	1	1	1	1
LK-3136085	136	2	138	193	83	51	0	0	0	0
LK-3136090	134	2	136	191	83	50	0	0	0	0
LK-3136095	220	3	224	314	136	82	1	1	0	1
LK-3136100	232	3	235	330	143	87	1	1	0	1
LK-3136105	667	9	676	948	410	249	2	2	1	2
LK-3136110	416	6	422	592	256	156	1	1	1	1
LK-3136115	217	3	220	308	133	81	1	1	0	1
LK-3136120	145	2	148	207	89	54	1	0	0	0
LK-3136125	138	2	140	196	85	52	0	0	0	0
LK-3136130	175	2	178	249	108	66	1	1	0	1
LK-3136135	230	3	234	328	142	86	1	1	0	1
LK-3136140	452	6	458	642	278	169	2	1	1	2
LK-3136145	256	4	260	364	157	96	1	1	0	1
LK-3136150	95	1	96	135	58	35	0	0	0	0
LK-3136155	188	3	191	268	116	70	1	1	0	1
LK-3136160	288	4	292	409	177	108	1	1	1	1
LK-3136165	809	11	820	1150	497	302	3	2	1	3
LK-3136170	669	9	678	951	411	250	2	2	1	2
LK-3136175	864	12	876	1229	531	323	3	3	2	3
LK-3136180	338	5	343	480	208	126	1	1	1	1
LK-3136185	179	3	181	255	110	67	1	1	0	1
LK-3136190	481	7	488	684	296	180	2	1	1	2
LK-3136195	558	8	566	793	343	209	2	2	1	2
LK-3136200	513	7	520	729	315	192	2	2	1	2
LK-3136205	228	3	231	324	140	85	1	1	0	1
LK-3136210	303	4	308	432	187	113	1	1	1	1
LK-3136215	640	9	650	911	394	239	2	2	1	2
LK-3136220	251	4	255	357	154	94	1	1	0	1
LK-3136225	554	8	562	788	340	207	2	2	1	2
LK-3136230	578	8	587	823	355	216	2	2	1	2
LK-3136235	333	5	338	474	205	125	1	1	1	1
LK-3136240	309	4	314	440	190	116	1	1	1	1
LK-3136245	244	3	248	347	150	91	1	1	0	1
LK-3136250	573	8	581	814	352	214	2	2	1	2
LK-3136255	170	2	173	242	105	64	1	1	0	1
LK-3136260	408	6	414	581	251	153	1	1	1	1
LK-3136265	503	7	511	716	309	188	2	1	1	2
LK-3136270	518	7	525	736	318	194	2	2	1	2
LK-3136275	315	4	320	448	194	118	1	1	1	1
LK-3136280	281	4	285	399	173	105	1	1	0	1
LK-3136285	531	8	538	755	326	198	2	2	1	2
LK-3136290	488	7	495	694	300	182	2	1	1	2
LK-3136295	528	7	535	750	324	197	2	2	1	2
LK-3136300	421	6	427	599	259	157	1	1	1	1
LK-3136305	530	8	537	753	326	198	2	2	1	2
LK-3136310	660	9	669	938	405	247	2	2	1	2
LK-3136315	719	10	730	1023	442	269	3	2	1	2
LK-3136320	1361	19	1380	1935	836	509	5	4	2	5
LK-3136325	881	12	894	1254	542	329	3	3	2	3
LK-3136330	810	11	822	1152	498	303	3	2	1	3
LK-3136335	629	9	638	894	386	235	2	2	1	2
LK-3136340	527	7	534	749	324	197	2	2	1	2
LK-3136345	867	12	879	1233	533	324	3	3	2	3
LK-3136350	527	7	534	749	324	197	2	2	1	2
LK-3136355	386	5	392	549	237	144	1	1	1	1
LK-3136360	269	4	273	383	165	101	1	1	0	1
LK-3136365	730	10	740	1038	449	273	3	2	1	2
LK-3136370	900	13	912	1280	553	336	3	3	2	3
LK-3136375	387	5	392	550	238	145	1	1	1	1
LK-3136380	605	9	613	860	372	226	2	2	1	2
LK-3136385	469	7	476	667	288	175	2	1	1	2
LK-3136390	194	3	197	276	119	73	1	1	0	1
LK-3136395	528	7	535	750	324	197	2	2	1	2
LK-3136400	244	3	248	347	150	91	1	1	0	1
LK-3136405	415	6	420	590	255	155	1	1	1	1
LK-3136410	498	7	505	708	306	186	2	1	1	2
LK-3136415	818	12	830	1164	503	306	3	2	1	3
LK-3136420	368	5	373	523	226	137	1	1	1	1
LK-3136425	411	6	417	585	253	154	1	1	1	1
LK-3136430	471	7	478	670	289	176	2	1	1	2
LK-3136435	253	4	257	361	156	95	1	1	0	1
LK-3136440	318	5	323	453	196	119	1	1	1	1
LK-3136445	458	6	464	651	281	171	2	1	1	2
LK-3136450	1183	17	1199	1682	727	442	4	4	2	4
LK-3136455	428	6	434	608	263	160	2	1	1	1
LK-3136460	716	10	726	1018	440	268	3	2	1	2
LK-3136465	375	5	381	534	231	140	1	1	1	1
LK-3136470	847	12	859	1204	520	316	3	3	1	3
LK-3136475	237	3	240	336	145	88	1	1	0	1
LK-3136480	362	5	367	515	222	135	1	1	1	1
LK-3136485	710	10	720	1010	436	265	3	2	1	2
LK-3139	41338	615	41953	62011	23587	17258	83	185	127	98
LK-3139005	269	4	273	403	153	112	1	1	1	1
LK-3139010	440	7	447	661	251	184	1	2	1	1
LK-3139015	1387	21	1408	2081	791	579	3	6	4	3
LK-3139020	1706	25	1732	2560	974	712	3	8	5	4
LK-3139025	1175	17	1192	1762	670	490	2	5	4	3
LK-3139030	563	8	571	844	321	235	1	3	2	1
LK-3139035	521	8	529	781	297	217	1	2	2	1
LK-3139040	876	13	889	1313	500	366	2	4	3	2
LK-3139045	410	6	416	616	234	171	1	2	1	1
LK-3139050	778	12	790	1167	444	325	2	3	2	2
LK-3139055	345	5	350	518	197	144	1	2	1	1
LK-3139060	1444	21	1466	2167	824	603	3	6	4	3
LK-3139065	494	7	501	741	282	206	1	2	2	1
LK-3139070	1173	17	1190	1759	669	490	2	5	4	3
LK-3139075	1109	17	1126	1664	633	463	2	5	3	3
LK-3139080	762	11	773	1143	435	318	2	3	2	2
LK-3139085	830	12	842	1245	474	347	2	4	3	2
LK-3139090	399	6	405	599	228	167	1	2	1	1
LK-3139095	1309	19	1328	1964	747	546	3	6	4	3
LK-3139100	745	11	756	1118	425	311	1	3	2	2
LK-3139105	529	8	536	793	302	221	1	2	2	1
LK-3139110	1203	18	1220	1804	686	502	2	5	4	3
LK-3139115	382	6	388	573	218	159	1	2	1	1
LK-3139120	714	11	725	1071	408	298	1	3	2	2
LK-3139125	902	13	915	1353	515	377	2	4	3	2
LK-3139130	557	8	565	835	318	232	1	2	2	1
LK-3139135	719	11	730	1079	410	300	1	3	2	2
LK-3139140	666	10	676	999	380	278	1	3	2	2
LK-3139145	846	13	859	1269	483	353	2	4	3	2
LK-3139150	588	9	597	882	335	245	1	3	2	1
LK-3139155	745	11	756	1118	425	311	1	3	2	2
LK-3139160	1198	18	1216	1797	684	500	2	5	4	3
LK-3139165	405	6	411	608	231	169	1	2	1	1
LK-3139170	884	13	898	1327	505	369	2	4	3	2
LK-3139175	337	5	342	505	192	141	1	2	1	1
LK-3139180	1540	23	1563	2310	879	643	3	7	5	4
LK-3139185	1241	18	1259	1861	708	518	2	6	4	3
LK-3139190	1870	28	1897	2805	1067	781	4	8	6	4
LK-3139195	503	7	510	754	287	210	1	2	2	1
LK-3139200	2240	33	2274	3361	1278	935	4	10	7	5
LK-3139205	586	9	595	879	335	245	1	3	2	1
LK-3139210	910	14	924	1366	519	380	2	4	3	2
LK-3139215	166	2	169	249	95	69	0	1	1	0
LK-3139220	903	13	917	1355	515	377	2	4	3	2
LK-3139225	427	6	433	641	244	178	1	2	1	1
LK-3139230	434	6	440	651	248	181	1	2	1	1
LK-3139235	759	11	771	1139	433	317	2	3	2	2
LK-3139240	551	8	559	826	314	230	1	2	2	1
LK-3139245	1351	20	1371	2027	771	564	3	6	4	3
LK-3139250	446	7	453	669	255	186	1	2	1	1
LK-3142	18607	264	18871	25270	11447	6946	44	75	46	50
LK-3142005	209	3	212	284	129	78	0	1	1	1
LK-3142010	402	6	408	546	247	150	1	2	1	1
LK-3142015	263	4	267	357	162	98	1	1	1	1
LK-3142020	224	3	228	305	138	84	1	1	1	1
LK-3142025	424	6	430	576	261	158	1	2	1	1
LK-3142030	201	3	204	273	124	75	0	1	0	1
LK-3142035	256	4	260	348	158	96	1	1	1	1
LK-3142040	682	10	692	927	420	255	2	3	2	2
LK-3142045	355	5	360	482	218	132	1	1	1	1
LK-3142050	258	4	262	350	159	96	1	1	1	1
LK-3142055	375	5	381	510	231	140	1	2	1	1
LK-3142060	224	3	227	304	138	83	1	1	1	1
LK-3142065	361	5	366	490	222	135	1	1	1	1
LK-3142070	626	9	635	850	385	234	1	3	2	2
LK-3142075	731	10	742	993	450	273	2	3	2	2
LK-3142080	560	8	568	761	345	209	1	2	1	2
LK-3142085	471	7	477	639	290	176	1	2	1	1
LK-3142090	258	4	261	350	159	96	1	1	1	1
LK-3142095	353	5	358	479	217	132	1	1	1	1
LK-3142100	325	5	330	442	200	121	1	1	1	1
LK-3142105	512	7	519	695	315	191	1	2	1	1
LK-3142110	377	5	382	512	232	141	1	2	1	1
LK-3142115	243	3	247	330	150	91	1	1	1	1
LK-3142120	320	5	325	435	197	120	1	1	1	1
LK-3142125	346	5	351	470	213	129	1	1	1	1
LK-3142130	520	7	528	706	320	194	1	2	1	1
LK-3142135	298	4	302	404	183	111	1	1	1	1
LK-3142140	273	4	277	371	168	102	1	1	1	1
LK-3142145	615	9	624	835	378	229	1	2	2	2
LK-3142150	547	8	555	743	337	204	1	2	1	1
LK-3142155	830	12	842	1127	511	310	2	3	2	2
LK-3142160	506	7	514	688	312	189	1	2	1	1
LK-3142165	533	8	541	724	328	199	1	2	1	1
LK-3142170	390	6	395	529	240	145	1	2	1	1
LK-3142175	383	5	388	520	235	143	1	2	1	1
LK-3142180	650	9	660	883	400	243	2	3	2	2
LK-3142185	313	4	318	425	193	117	1	1	1	1
LK-3142190	458	6	464	622	282	171	1	2	1	1
LK-3142195	547	8	555	743	336	204	1	2	1	1
LK-3142200	853	12	865	1159	525	319	2	3	2	2
LK-3142205	427	6	433	580	263	160	1	2	1	1
LK-3142210	498	7	505	676	306	186	1	2	1	1
LK-3142215	243	3	246	329	149	91	1	1	1	1
LK-3142220	366	5	371	497	225	137	1	1	1	1
LK-3145	28753	408	29161	39050	17688	10733	67	115	71	78
LK-3145005	638	9	647	867	393	238	1	3	2	2
LK-3145010	488	7	495	662	300	182	1	2	1	1
LK-3145015	372	5	377	505	229	139	1	1	1	1
LK-3145020	1316	19	1335	1787	810	491	3	5	3	4
LK-3145025	475	7	481	645	292	177	1	2	1	1
LK-3145030	304	4	308	413	187	113	1	1	1	1
LK-3145035	332	5	337	451	204	124	1	1	1	1
LK-3145040	183	3	185	248	112	68	0	1	0	0
LK-3145045	254	4	258	345	156	95	1	1	1	1
LK-3145050	465	7	472	632	286	174	1	2	1	1
LK-3145055	440	6	447	598	271	164	1	2	1	1
LK-3145060	497	7	504	675	306	186	1	2	1	1
LK-3145065	352	5	357	477	216	131	1	1	1	1
LK-3145070	258	4	261	350	159	96	1	1	1	1
LK-3145075	528	7	535	716	325	197	1	2	1	1
LK-3145080	617	9	625	837	379	230	1	2	2	2
LK-3145085	410	6	416	557	252	153	1	2	1	1
LK-3145090	367	5	373	499	226	137	1	1	1	1
LK-3145095	329	5	333	446	202	123	1	1	1	1
LK-3145100	245	3	248	332	151	91	1	1	1	1
LK-3145105	205	3	208	278	126	76	0	1	1	1
LK-3145110	291	4	295	395	179	108	1	1	1	1
LK-3145115	437	6	443	593	269	163	1	2	1	1
LK-3145120	426	6	432	578	262	159	1	2	1	1
LK-3145125	346	5	351	470	213	129	1	1	1	1
LK-3145130	486	7	493	660	299	181	1	2	1	1
LK-3145135	731	10	741	992	449	273	2	3	2	2
LK-3145140	318	5	322	431	195	119	1	1	1	1
LK-3145145	466	7	472	633	287	174	1	2	1	1
LK-3145150	488	7	495	663	300	182	1	2	1	1
LK-3145155	678	10	688	921	417	253	2	3	2	2
LK-3145160	533	8	540	723	328	199	1	2	1	1
LK-3145165	569	8	577	773	350	212	1	2	1	2
LK-3145170	340	5	345	462	209	127	1	1	1	1
LK-3145175	465	7	471	631	286	173	1	2	1	1
LK-3145180	561	8	569	762	345	209	1	2	1	2
LK-3145185	323	5	327	438	199	120	1	1	1	1
LK-3145190	583	8	592	792	359	218	1	2	1	2
LK-3145195	908	13	921	1234	559	339	2	4	2	2
LK-3145200	482	7	489	655	297	180	1	2	1	1
LK-3145205	471	7	478	640	290	176	1	2	1	1
LK-3145210	434	6	440	589	267	162	1	2	1	1
LK-3145215	1095	16	1111	1488	674	409	3	4	3	3
LK-3145220	328	5	332	445	202	122	1	1	1	1
LK-3145225	439	6	445	596	270	164	1	2	1	1
LK-3145230	352	5	357	477	216	131	1	1	1	1
LK-3145235	730	10	740	992	449	273	2	3	2	2
LK-3145240	610	9	619	829	375	228	1	2	2	2
LK-3145245	371	5	376	504	228	139	1	1	1	1
LK-3145250	495	7	502	672	305	185	1	2	1	1
LK-3145255	301	4	305	409	185	112	1	1	1	1
LK-3145260	402	6	408	546	247	150	1	2	1	1
LK-3145265	332	5	336	450	204	124	1	1	1	1
LK-3145270	295	4	299	401	181	110	1	1	1	1
LK-3145275	269	4	273	366	166	100	1	1	1	1
LK-3145280	832	12	844	1130	512	311	2	3	2	2
LK-3145285	487	7	494	661	300	182	1	2	1	1
LK-3145290	288	4	292	391	177	108	1	1	1	1
LK-3145295	278	4	282	377	171	104	1	1	1	1
LK-3145300	398	6	404	541	245	149	1	2	1	1
LK-3145305	524	7	531	711	322	196	1	2	1	1
LK-3145310	252	4	256	342	155	94	1	1	1	1
LK-3145315	267	4	271	363	164	100	1	1	1	1
LK-3148	20394	350	20744	27324	12474	7641	100	64	48	68
LK-3148005	484	8	493	649	296	181	2	2	1	2
LK-3148010	227	4	231	304	139	85	1	1	1	1
LK-3148015	1147	20	1167	1537	702	430	6	4	3	4
LK-3148020	499	9	507	668	305	187	2	2	1	2
LK-3148025	288	5	293	386	176	108	1	1	1	1
LK-3148030	422	7	429	565	258	158	2	1	1	1
LK-3148035	716	12	728	959	438	268	4	2	2	2
LK-3148040	463	8	470	620	283	173	2	1	1	2
LK-3148045	461	8	469	617	282	173	2	1	1	2
LK-3148050	383	7	389	513	234	143	2	1	1	1
LK-3148055	505	9	514	677	309	189	2	2	1	2
LK-3148060	609	10	619	816	372	228	3	2	1	2
LK-3148065	476	8	484	638	291	178	2	1	1	2
LK-3148070	355	6	361	476	217	133	2	1	1	1
LK-3148075	569	10	579	763	348	213	3	2	1	2
LK-3148080	388	7	395	520	237	145	2	1	1	1
LK-3148085	312	5	318	419	191	117	2	1	1	1
LK-3148090	575	10	585	771	352	216	3	2	1	2
LK-3148095	288	5	293	385	176	108	1	1	1	1
LK-3148100	355	6	361	476	217	133	2	1	1	1
LK-3148105	297	5	302	397	181	111	1	1	1	1
LK-3148110	690	12	702	925	422	259	3	2	2	2
LK-3148115	673	12	685	902	412	252	3	2	2	2
LK-3148120	343	6	349	460	210	129	2	1	1	1
LK-3148125	508	9	517	680	311	190	2	2	1	2
LK-3148130	410	7	417	549	251	153	2	1	1	1
LK-3148135	332	6	338	445	203	125	2	1	1	1
LK-3148140	437	7	444	585	267	164	2	1	1	1
LK-3148145	659	11	670	883	403	247	3	2	2	2
LK-3148150	618	11	628	828	378	231	3	2	1	2
LK-3148155	466	8	474	624	285	174	2	1	1	2
LK-3148160	760	13	773	1019	465	285	4	2	2	3
LK-3148165	430	7	437	576	263	161	2	1	1	1
LK-3148170	321	6	326	430	196	120	2	1	1	1
LK-3148175	351	6	357	470	214	131	2	1	1	1
LK-3148180	427	7	434	572	261	160	2	1	1	1
LK-3148185	414	7	421	555	253	155	2	1	1	1
LK-3148190	424	7	432	569	260	159	2	1	1	1
LK-3148195	285	5	290	382	174	107	1	1	1	1
LK-3148200	340	6	345	455	208	127	2	1	1	1
LK-3148205	316	5	321	423	193	118	2	1	1	1
LK-3148210	538	9	547	720	329	201	3	2	1	2
LK-3148215	486	8	494	651	297	182	2	2	1	2
LK-3148220	349	6	355	468	214	131	2	1	1	1
LK-3151	19448	274	19722	27757	12422	6742	92	72	54	66
LK-3151005	220	3	223	314	141	76	1	1	1	1
LK-3151010	359	5	364	513	229	125	2	1	1	1
LK-3151015	480	7	487	685	307	166	2	2	1	2
LK-3151020	221	3	225	316	141	77	1	1	1	1
LK-3151025	214	3	217	306	137	74	1	1	1	1
LK-3151030	460	6	466	656	294	159	2	2	1	2
LK-3151035	348	5	352	496	222	120	2	1	1	1
LK-3151040	357	5	363	510	228	124	2	1	1	1
LK-3151045	360	5	365	514	230	125	2	1	1	1
LK-3151050	318	4	322	453	203	110	2	1	1	1
LK-3151055	526	7	534	751	336	183	2	2	1	2
LK-3151060	407	6	413	581	260	141	2	2	1	1
LK-3151065	454	6	461	648	290	157	2	2	1	2
LK-3151070	676	10	686	965	432	234	3	3	2	2
LK-3151075	539	8	547	769	344	187	3	2	1	2
LK-3151080	244	3	247	348	156	85	1	1	1	1
LK-3151085	409	6	414	583	261	142	2	2	1	1
LK-3151090	480	7	486	685	306	166	2	2	1	2
LK-3151095	474	7	480	676	303	164	2	2	1	2
LK-3151100	744	11	755	1062	475	258	4	3	2	3
LK-3151105	423	6	429	604	270	147	2	2	1	1
LK-3151110	372	5	377	531	238	129	2	1	1	1
LK-3151115	319	5	323	455	204	111	2	1	1	1
LK-3151120	177	3	180	253	113	61	1	1	0	1
LK-3151125	339	5	344	484	217	118	2	1	1	1
LK-3151130	483	7	490	689	308	167	2	2	1	2
LK-3151135	465	7	471	663	297	161	2	2	1	2
LK-3151140	338	5	343	483	216	117	2	1	1	1
LK-3151145	229	3	232	327	146	79	1	1	1	1
LK-3151150	329	5	334	470	210	114	2	1	1	1
LK-3151155	481	7	488	687	307	167	2	2	1	2
LK-3151160	534	8	542	763	341	185	3	2	1	2
LK-3151165	246	3	249	351	157	85	1	1	1	1
LK-3151170	713	10	723	1017	455	247	3	3	2	2
LK-3151175	404	6	410	576	258	140	2	1	1	1
LK-3151180	529	7	537	755	338	183	3	2	1	2
LK-3151185	503	7	510	717	321	174	2	2	1	2
LK-3151190	366	5	371	523	234	127	2	1	1	1
LK-3151195	712	10	722	1016	455	247	3	3	2	2
LK-3151200	670	9	680	957	428	232	3	2	2	2
LK-3151205	836	12	848	1193	534	290	4	3	2	3
LK-3151210	1263	18	1281	1803	807	438	6	5	4	4
LK-3151215	426	6	432	608	272	148	2	2	1	1
LK-3154	27035	382	27417	38585	17267	9373	128	100	75	92
LK-3154005	253	4	257	361	162	88	1	1	1	1
LK-3154010	499	7	506	712	319	173	2	2	1	2
LK-3154015	352	5	357	503	225	122	2	1	1	1
LK-3154020	796	11	808	1137	509	276	4	3	2	3
LK-3154025	365	5	370	521	233	127	2	1	1	1
LK-3154030	293	4	298	419	187	102	1	1	1	1
LK-3154035	402	6	408	574	257	139	2	1	1	1
LK-3154040	357	5	362	509	228	124	2	1	1	1
LK-3154045	360	5	365	513	230	125	2	1	1	1
LK-3154050	719	10	729	1027	459	249	3	3	2	2
LK-3154055	421	6	427	601	269	146	2	2	1	1
LK-3154060	344	5	349	491	220	119	2	1	1	1
LK-3154065	341	5	346	487	218	118	2	1	1	1
LK-3154070	490	7	497	699	313	170	2	2	1	2
LK-3154075	520	7	527	742	332	180	2	2	1	2
LK-3154080	537	8	545	767	343	186	3	2	1	2
LK-3154085	487	7	494	696	311	169	2	2	1	2
LK-3154090	354	5	359	505	226	123	2	1	1	1
LK-3154095	462	7	469	660	295	160	2	2	1	2
LK-3154100	742	10	753	1059	474	257	4	3	2	3
LK-3154105	322	5	327	460	206	112	2	1	1	1
LK-3154110	297	4	301	424	190	103	1	1	1	1
LK-3154115	416	6	421	593	265	144	2	2	1	1
LK-3154120	646	9	655	922	412	224	3	2	2	2
LK-3154125	589	8	597	840	376	204	3	2	2	2
LK-3154130	381	5	386	544	243	132	2	1	1	1
LK-3154135	794	11	805	1133	507	275	4	3	2	3
LK-3154140	499	7	506	712	319	173	2	2	1	2
LK-3154145	592	8	600	845	378	205	3	2	2	2
LK-3154150	804	11	816	1148	514	279	4	3	2	3
LK-3154155	639	9	648	912	408	221	3	2	2	2
LK-3154160	780	11	791	1113	498	270	4	3	2	3
LK-3154165	390	6	396	557	249	135	2	1	1	1
LK-3154170	327	5	331	466	209	113	2	1	1	1
LK-3154175	427	6	433	610	273	148	2	2	1	1
LK-3154180	556	8	564	793	355	193	3	2	2	2
LK-3154185	369	5	374	527	236	128	2	1	1	1
LK-3154190	357	5	362	510	228	124	2	1	1	1
LK-3154195	325	5	330	464	208	113	2	1	1	1
LK-3154200	523	7	531	747	334	181	2	2	1	2
LK-3154205	654	9	664	934	418	227	3	2	2	2
LK-3154210	572	8	580	816	365	198	3	2	2	2
LK-3154215	243	3	246	346	155	84	1	1	1	1
LK-3154220	399	6	405	570	255	138	2	1	1	1
LK-3154225	427	6	433	610	273	148	2	2	1	1
LK-3154230	551	8	559	786	352	191	3	2	2	2
LK-3154235	620	9	629	885	396	215	3	2	2	2
LK-3154240	693	10	703	989	443	240	3	3	2	2
LK-3154245	433	6	439	618	277	150	2	2	1	1
LK-3154250	248	4	252	354	159	86	1	1	1	1
LK-3154255	354	5	359	505	226	123	2	1	1	1
LK-3154260	162	2	165	232	104	56	1	1	0	1
LK-3154265	487	7	494	696	311	169	2	2	1	2
LK-3154270	263	4	266	375	168	91	1	1	1	1
LK-3154275	442	6	449	631	283	153	2	2	1	2
LK-3154280	269	4	273	384	172	93	1	1	1	1
LK-3154285	377	5	383	539	241	131	2	1	1	1
LK-3154290	404	6	410	577	258	140	2	1	1	1
LK-3154295	305	4	310	436	195	106	1	1	1	1
LK-32	343881	5626	349507	503470	221991	115873	2042	1507	1101	1367
LK-3203	19370	493	19863	27131	11699	7181	177	121	81	111
LK-3203005	351	9	360	492	212	130	3	2	1	2
LK-3203010	414	11	424	579	250	153	4	3	2	2
LK-3203015	546	14	560	765	330	203	5	3	2	3
LK-3203020	561	14	575	786	339	208	5	3	2	3
LK-3203025	547	14	561	766	330	203	5	3	2	3
LK-3203030	585	15	600	819	353	217	5	4	2	3
LK-3203035	434	11	445	608	262	161	4	3	2	2
LK-3203040	341	9	350	478	206	127	3	2	1	2
LK-3203045	356	9	365	499	215	132	3	2	1	2
LK-3203050	404	10	414	566	244	150	4	3	2	2
LK-3203055	431	11	442	604	261	160	4	3	2	2
LK-3203060	788	20	808	1104	476	292	7	5	3	5
LK-3203065	525	13	539	736	317	195	5	3	2	3
LK-3203070	572	15	587	801	346	212	5	4	2	3
LK-3203075	501	13	513	701	302	186	5	3	2	3
LK-3203080	750	19	770	1051	453	278	7	5	3	4
LK-3203085	439	11	450	615	265	163	4	3	2	3
LK-3203090	545	14	558	763	329	202	5	3	2	3
LK-3203095	504	13	517	707	305	187	5	3	2	3
LK-3203100	517	13	530	724	312	192	5	3	2	3
LK-3203105	685	17	702	959	413	254	6	4	3	4
LK-3203110	510	13	523	714	308	189	5	3	2	3
LK-3203115	481	12	494	674	291	178	4	3	2	3
LK-3203120	490	12	503	686	296	182	4	3	2	3
LK-3203125	561	14	575	786	339	208	5	3	2	3
LK-3203130	372	9	381	521	224	138	3	2	2	2
LK-3203135	241	6	247	338	146	89	2	2	1	1
LK-3203140	464	12	476	650	280	172	4	3	2	3
LK-3203145	814	21	835	1140	492	302	7	5	3	5
LK-3203150	529	13	543	742	320	196	5	3	2	3
LK-3203155	627	16	643	879	379	233	6	4	3	4
LK-3203160	399	10	409	559	241	148	4	2	2	2
LK-3203165	370	9	380	519	224	137	3	2	2	2
LK-3203170	279	7	286	391	168	103	3	2	1	2
LK-3203175	228	6	234	319	138	84	2	1	1	1
LK-3203180	419	11	430	587	253	155	4	3	2	2
LK-3203185	324	8	333	454	196	120	3	2	1	2
LK-3203190	483	12	495	676	292	179	4	3	2	3
LK-3203195	486	12	498	681	293	180	4	3	2	3
LK-3203200	495	13	508	693	299	183	5	3	2	3
LK-3206	23937	610	24547	33528	14458	8874	219	149	100	137
LK-3206005	397	10	407	556	240	147	4	2	2	2
LK-3206010	598	15	614	838	361	222	5	4	3	3
LK-3206015	651	17	668	912	393	241	6	4	3	4
LK-3206020	1204	31	1234	1686	727	446	11	7	5	7
LK-3206025	1043	27	1070	1461	630	387	10	6	4	6
LK-3206030	685	17	703	960	414	254	6	4	3	4
LK-3206035	745	19	764	1044	450	276	7	5	3	4
LK-3206040	584	15	599	818	353	217	5	4	2	3
LK-3206045	466	12	478	652	281	173	4	3	2	3
LK-3206050	923	24	947	1293	558	342	8	6	4	5
LK-3206055	537	14	550	752	324	199	5	3	2	3
LK-3206060	573	15	587	802	346	212	5	4	2	3
LK-3206065	795	20	815	1114	480	295	7	5	3	5
LK-3206070	844	21	865	1182	510	313	8	5	4	5
LK-3206075	614	16	630	860	371	228	6	4	3	4
LK-3206080	842	21	863	1179	508	312	8	5	4	5
LK-3206085	1010	26	1035	1414	610	374	9	6	4	6
LK-3206090	1117	28	1145	1564	674	414	10	7	5	6
LK-3206095	319	8	328	447	193	118	3	2	1	2
LK-3206100	420	11	431	588	254	156	4	3	2	2
LK-3206105	1007	26	1032	1410	608	373	9	6	4	6
LK-3206110	523	13	537	733	316	194	5	3	2	3
LK-3206115	607	15	622	850	367	225	6	4	3	3
LK-3206120	1079	27	1106	1511	652	400	10	7	5	6
LK-3206125	385	10	395	540	233	143	4	2	2	2
LK-3206130	498	13	511	698	301	185	5	3	2	3
LK-3206135	420	11	431	589	254	156	4	3	2	2
LK-3206140	672	17	689	941	406	249	6	4	3	4
LK-3206145	508	13	521	711	307	188	5	3	2	3
LK-3206150	663	17	680	929	400	246	6	4	3	4
LK-3206155	603	15	618	844	364	223	6	4	3	3
LK-3206160	384	10	393	537	232	142	4	2	2	2
LK-3206165	277	7	284	388	167	103	3	2	1	2
LK-3206170	641	16	657	897	387	237	6	4	3	4
LK-3206175	263	7	269	368	159	97	2	2	1	2
LK-3206180	626	16	641	876	378	232	6	4	3	4
LK-3206185	415	11	425	581	251	154	4	3	2	2
LK-3209	24094	475	24569	34890	14765	8790	209	129	87	114
LK-3209005	547	14	561	766	331	203	5	3	2	3
LK-3209010	353	9	362	494	213	131	3	2	1	2
LK-3209015	546	14	560	765	330	202	5	3	2	3
LK-3209020	713	18	731	998	430	264	7	4	3	4
LK-3209025	624	16	640	875	377	231	6	4	3	4
LK-3209030	530	14	544	743	320	197	5	3	2	3
LK-3209035	713	18	731	999	431	264	7	4	3	4
LK-3209040	471	12	483	659	284	175	4	3	2	3
LK-3209045	699	18	717	979	422	259	6	4	3	4
LK-3209050	486	12	499	681	294	180	4	3	2	3
LK-3209055	461	12	472	645	278	171	4	3	2	3
LK-3209060	718	12	730	1055	443	260	6	4	2	3
LK-3209065	494	8	503	726	305	179	4	2	2	2
LK-3209070	603	10	613	886	372	218	5	3	2	3
LK-3209075	1109	19	1128	1630	684	402	9	6	4	5
LK-3209080	491	13	504	688	297	182	4	3	2	3
LK-3209085	440	11	452	617	266	163	4	3	2	3
LK-3209090	384	10	394	538	232	142	4	2	2	2
LK-3209095	728	12	740	1069	449	264	6	4	2	3
LK-3209100	842	14	856	1237	519	305	7	4	3	4
LK-3209105	515	9	524	757	318	187	4	3	2	2
LK-3209110	501	9	510	736	309	181	4	2	2	2
LK-3209115	404	7	411	594	249	146	3	2	1	2
LK-3209120	391	7	398	575	241	142	3	2	1	2
LK-3209125	560	10	570	823	346	203	5	3	2	2
LK-3209130	631	11	642	928	389	229	5	3	2	3
LK-3209135	633	11	644	930	390	229	5	3	2	3
LK-3209140	613	11	623	900	378	222	5	3	2	3
LK-3209145	818	14	832	1202	505	296	7	4	3	4
LK-3209150	1123	19	1142	1649	692	407	9	6	4	5
LK-3209155	514	9	523	756	317	186	4	3	2	2
LK-3209160	298	5	303	438	184	108	3	1	1	1
